"code","iso","country","NCR.raw.1961","NCR.raw.1962","NCR.raw.1963","NCR.raw.1964","NCR.raw.1965","NCR.raw.1966","NCR.raw.1967","NCR.raw.1968","NCR.raw.1969","NCR.raw.1970","NCR.raw.1971","NCR.raw.1972","NCR.raw.1973","NCR.raw.1974","NCR.raw.1975","NCR.raw.1976","NCR.raw.1977","NCR.raw.1978","NCR.raw.1979","NCR.raw.1980","NCR.raw.1981","NCR.raw.1982","NCR.raw.1983","NCR.raw.1984","NCR.raw.1985","NCR.raw.1986","NCR.raw.1987","NCR.raw.1988","NCR.raw.1989","NCR.raw.1990","NCR.raw.1991","NCR.raw.1992","NCR.raw.1993","NCR.raw.1994","NCR.raw.1995","NCR.raw.1996","NCR.raw.1997","NCR.raw.1998","NCR.raw.1999","NCR.raw.2000","NCR.raw.2001","NCR.raw.2002","NCR.raw.2003","NCR.raw.2004","NCR.raw.2005","NCR.raw.2006","NCR.raw.2007","NCR.raw.2008","NCR.raw.2009","NCR.raw.2010","NCR.raw.2011","NCR.raw.2012","NCR.raw.2013","NCR.raw.2014","NCR.raw.2015","NCR.raw.2016","NCR.raw.2017","NCR.raw.2018","NCR.raw.2019","NCR.raw.2020","NCR.raw.2021","NCR.raw.2022","NCR.raw.2023"
499,"MNE","Montenegro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83.4342","29.2884","36.2118","37.6212","37.1181","39.6794","33.721","37.5062","37.2906","39.2155","40.2127","38.0474","38.5506","34.7086","36.0158","36.5991","35.9064","34.72"
504,"MAR","Morocco","5.8829","11.5685","12.5534","11.6104","12.0186","8.3313","11.3384","19.5197","13.0897","14.0153","16.9138","16.6096","11.4696","16.7597","13.0262","18.0524","9.6832","14.533","13.66","14.1798","8.2566","15.2299","12.2755","12.5563","16.4611","22.6179","14.4731","23.0521","20.9476","18.136","23.6277","10.1421","9.6411","23.3111","7.1219","24.5807","12.5576","18.2577","12.6866","8.5914","14.7996","16.7033","21.6958","24.9898","15.3837","27.3865","11.5169","18.1527","29.6586","24.4958","26.7741","18.1566","27.3666","23.1739","33.4006","13.6248","26.1188","29.63","21.0843","15.0916","31.6043","16.7359","19.4378"
508,"MOZ","Mozambique","16.4842","16.7651","16.2761","17.1532","15.9913","16.8704","18.3603","19.0341","18.6538","18.8787","18.9524","20.1215","20.0584","19.1956","17.3636","17.1092","16.2734","16.0346","15.6717","16.1786","16.0163","14.3908","12.9148","11.9459","11.5527","12.011","11.0644","10.8447","11.1422","11.7486","10.6599","8.7263","10.8708","10.7782","12.925","14.2539","14.9102","15.6633","16.3533","14.289","15.2927","14.0833","16.2456","16.427","14.3115","16.9543","15.9938","15.0687","17.2378","18.0681","19.6196","20.5622","15.8882","15.2368","12.9834","14.7992","16.3264","18.7729","20.0163","18.5139","20.4381","21.8978","22.0245"
104,"MMR","Myanmar","11.9984","13.6071","14.3714","14.7599","14.2006","12.0461","13.3091","14.1052","14.0387","14.3308","14.854","13.9153","15.7399","15.7844","16.5747","16.6837","17.2371","19.0764","19.0513","22.4821","24.5076","26.1503","27.026","27.6348","28.553","28.3407","27.1613","26.0701","24.7879","25.0393","24.9838","28.7409","31.0684","33.4765","35.2422","36.5547","35.6166","36.7087","41.7589","44.1576","46.4254","47.9403","51.2059","54.3022","59.349","64.5457","65.9443","68.9842","69.7253","70.3526","65.6784","63.5722","66.0806","61.9375","61.5536","60.5439","57.9977","59.117","57.9687","56.8639","58.5168","59.2844","56.9524"
516,"NAM","Namibia","2.0615","2.1814","2.1996","2.3206","2.4672","2.5544","2.6309","2.7288","2.7918","2.7997","2.8806","2.9199","3.0129","3.0487","3.1701","3.1742","3.3077","3.343","3.4446","3.5049","3.5936","3.7006","3.8573","4.0048","3.5744","4.0115","3.9179","4.2792","4.641","4.7413","4.8947","2.5926","3.6827","4.5613","3.3019","3.942","5.5982","5.1556","3.9881","5.2249","5.2874","4.3375","4.6343","6.1765","5.5013","6.9064","5.2469","5.0714","5.0471","5.3943","5.4243","6.3528","4.7819","5.4925","5.6107","4.6605","6.1589","6.7799","4.4443","7.2032","6.5204","6.669","6.1776"
520,"NRU","Nauru","70.3478","70.3478","70.3478","70.9098","61.007","61.007","61.007","61.007","63.4882","65.4098","67.3315","67.3315","69.3222","71.4533","73.5845","42.2783","61.6355","65.8288","70.0912","74.3535","78.6873","78.8968","75.056","63.7217","67.9081","68.2512","68.44","68.7555","68.8383","70.4672","71.5922","73.1453","74.6643","76.2013","77.7358","79.2648","80.797","82.3297","83.8621","85.3943","86.9269","88.4593","89.9919","91.5242","93.0565","94.5891","96.1214","97.6541","99.1864","100.0272","91.3048","102.7609","106.6526","95.1948","95.2609","95.312","95.459","95.9458","95.9922","95.894","95.9237","95.9468","96.409"
524,"NPL","Nepal","27.0624","27.1609","27.3852","28.0595","28.7396","27.4706","27.6281","28.7747","29.9645","29.194","28.3569","25.8705","27.7869","28.0981","28.7369","28.1639","26.9379","28.0915","25.9037","28.6027","29.8788","26.5233","33.2958","33.3265","33.2335","31.9265","37.1184","40.9339","43.9861","46.6905","41.7527","46.7359","44.5499","49.6621","50.7498","51.2229","52.4195","52.4226","55.7471","56.9113","57.9939","60.2459","64.076","64.442","66.6093","64.6586","70.5988","73.6193","70.4057","76.5932","84.6665","86.0716","88.47","91.4726","90.4914","99.4251","99.6554","110.4516","114.6167","120.5819","119.4531","125.6382","124.7206"
528,"NLD","Netherlands","60.4343","63.2707","58.7542","66.1204","54.6478","54.2576","64.359","60.8024","59.5648","57.2562","60.4606","55.5153","58.7876","58.2315","53.4662","55.0104","56.1824","61.5852","58.6395","58.5472","61.9123","67.1065","58.3905","67.4258","62.8741","69.3911","66.5348","66.6767","70.9022","72.1915","66.422","71.7484","71.3876","64.9182","68.408","73.1812","68.1802","59.5192","69.8862","73.8603","67.8229","69.2248","69.0092","73.4031","70.2593","69.5311","70.0103","77.0762","80.665","78.3025","79.1848","77.9553","76.6995","79.2611","74.1582","69.7478","78.1907","68.3309","77.2821","74.0015","73.2994","79.8751","74.7219"
540,"NCL","New Caledonia","46.376","41.9321","45.9794","52.3434","46.4132","54.3279","50.0102","48.2449","43.0216","28.7675","36.6374","39.3164","40.5106","32.2379","30.5919","25.2875","26.6333","24.0913","22.7913","26.6037","25.1296","23.2248","24.2753","18.7643","19.8237","20.4247","19.5678","19.5548","20.7121","22.7937","22.4006","21.5391","23.7097","25.938","27.0216","26.7255","28.7955","27.0047","27.945","33.5589","34.5387","35.8489","37.341","38.4817","39.5326","37.5762","38.0539","38.0222","35.4904","35.8842","36.8871","43.9246","37.5718","38.6881","47.7358","49.1824","50.0903","51.5961","50.261","51.3527","46.6417","41.9962","40.8672"
554,"NZL","New Zealand","27.2209","24.9608","27.7709","31.9541","29.9749","31.9865","35.0819","46.2164","51.4681","40.1024","46.9912","54.2891","53.0377","41.9758","41.1423","51.2319","49.7983","48.7383","45.612","46.1363","44.4495","46.1741","47.5088","55.8716","56.5012","57.5588","60.7496","52.9336","44.5886","54.7824","52.6274","51.7729","54.3669","58.4795","54.7316","58.1611","61.3178","57.6989","56.6642","58.1131","57.2877","56.7557","55.27","47.7471","51.449","49.813","51.664","52.0882","54.4623","49.4979","51.2637","52.8463","48.0724","45.6088","54.3532","49.2666","47.1724","46.3309","45.8919","47.9051","40.5555","45.4022","46.3276"
558,"NIC","Nicaragua","13.8458","17.2018","19.252","23.5334","27.7601","25.5892","27.8407","26.6521","25.6379","22.7967","25.0281","25.7425","26.3938","34.0642","31.5391","30.4159","32.6575","36.699","32.908","17.0064","25.5637","24.5416","26.0889","26.8119","22.91","21.2776","19.3084","17.3096","16.382","16.9739","17.9071","16.9997","14.9319","16.1109","15.7466","16.6728","15.7069","16.5705","16.7284","17.4207","16.4405","17.2688","21.0773","18.6727","20.4798","20.5823","21.4305","22.07","25.7425","25.4494","29.9925","33.2837","32.0225","30.6494","29.1174","31.2868","33.9229","34.3975","33.8691","34.8184","35.4205","37.2344","34.1499"
562,"NER","Niger","2.6518","3.2188","3.3928","3.3605","3.1182","3.3329","3.7473","2.7355","3.4483","3.1738","3.5036","3.5197","2.2189","3.4929","2.8532","4.0294","4.3408","4.6339","4.9137","5.0243","5.0226","4.891","4.7833","3.1429","4.719","5.2207","4.0748","6.4156","5.2496","5.0092","5.1978","5.1387","4.4207","4.4056","4.4328","4.6404","3.658","6.6092","5.8117","4.3911","6.2873","7.2074","7.191","5.501","7.3914","8.2609","8.133","11.1108","7.7151","12.2951","9.4039","10.6713","9.8365","10.3004","11.0927","11.8489","11.7117","12.9865","12.1272","13.2365","8.9322","14.0781","12.6242"
566,"NGA","Nigeria","12.0103","12.6974","13.034","12.8911","13.5148","11.7358","12.5357","12.8258","14.3932","14.8383","13.176","10.9513","12.2604","14.968","12.3875","11.1651","10.8107","10.0393","10.0565","10.4213","10.5743","10.7301","10.7418","11.6306","12.5622","14.3672","14.7811","16.5075","18.4229","19.2285","19.8744","20.4495","21.0068","21.0264","21.4335","22.2945","22.9275","23.0963","23.2743","23.0579","22.004","23.156","24.3906","25.8484","27.315","29.7277","27.4158","29.1679","23.043","27.4866","23.3779","27.0309","25.4185","27.655","28.0117","31.5541","31.7199","32.7308","32.0258","32.0718","32.8092","33.3705","32.7603"
570,"NIU","Niue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,"PRK","North Korea","33.9254","35.443","38.1401","39.4631","36.5574","38.7773","37.5551","37.3536","41.6709","42.0402","43.2133","42.5284","43.9709","47.0534","48.7506","50.7168","52.9013","53.6413","55.1663","51.8398","54.8942","50.2049","51.7157","55.4653","55.5928","58.5357","59.6379","60.1674","61.4975","61.9468","74.1005","71.0825","71.2606","60.329","42.2694","38.2847","39.5225","47.7351","45.2451","41.6665","47.0152","48.7529","49.6164","50.2403","49.8303","50.1066","45.3831","48.4254","47.561","47.4845","48.7482","50.4679","50.9637","50.8894","47.6055","48.2237","45.9105","41.4401","51.6754","45.8389","45.2835","44.2578","43.1572"
807,"MKD","North Macedonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26.5299","20.1278","25.0634","27.6088","22.786","25.469","28.1018","27.7251","26.3419","22.0182","27.2531","26.3557","35.0909","34.8463","33.6545","28.6438","35.4224","36.2616","35.5923","35.4645","31.0948","35.7157","38.4999","32.981","38.9369","29.2036","35.6888","34.4254","35.9189","34.514","34.6936","31.6847"
578,"NOR","Norway","19.0446","14.3965","18.1046","17.4507","18.2261","15.8717","17.9372","23.0338","18.9447","23.4835","24.2094","22.9604","26.0931","31.171","21.6374","23.9336","29.8551","30.721","28.6721","31.0133","30.1866","31.5099","27.7209","36.0469","32.8307","27.6625","31.8299","26.8356","29.0311","38.6084","35.0453","24.9389","33.1978","26.1427","26.6522","28.4322","30.3742","32.126","29.0834","31.2483","29.4686","27.7021","31.1816","35.1022","31.6847","29.1022","30.2046","35.0783","27.1509","31.0595","26.453","27.9787","25.1785","32.5969","35.7303","34.8782","34.4593","19.9659","34.3944","34.3836","31.1657","35.0128","21.299"
512,"OMN","Oman","9.1362","9.3107","9.4011","9.3427","9.3494","9.7728","9.5204","9.1694","10.0125","9.6313","9.7988","9.7295","10.4474","10.5233","10.5075","10.5022","10.6258","10.6092","14.3241","18.2034","24.1856","26.6409","24.7407","23.347","21.6992","21.0117","19.9325","19.3935","18.4237","19.5808","23.9419","23.6766","28.0456","28.5569","28.9764","29.4175","30.657","32.3165","35.4319","34.8223","35.3096","32.8782","32.2916","35.3631","35.8464","37.2968","38.1558","38.3187","41.5863","42.6068","42.1646","45.506","47.7337","48.0708","49.3747","48.6358","54.1224","50.6201","51.4492","77.52","68.8741","76.7142","77.444"
586,"PAK","Pakistan","8.6503","9.3946","10.3749","9.8379","10.3374","10.4577","11.4247","12.7454","13.989","14.8978","15.1819","15.1259","15.0018","15.7711","14.8102","15.8496","17.5381","16.3113","18.5158","18.0953","20.078","19.6864","19.5714","20.9798","22.4417","25.6031","25.8228","25.7939","27.6136","29.0429","32.1876","29.4851","28.7814","29.417","33.178","31.9174","30.7404","33.3663","35.5758","35.961","33.1084","33.0714","34.814","40.6721","40.341","39.0822","41.593","43.0414","44.3971","41.1299","45.162","42.9692","45.6077","46.9042","43.2132","44.8411","47.565","43.1961","43.7835","45.066","50.4345","45.8711","53.4386"
585,"PLW","Palau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
591,"PAN","Panama","13.0244","12.9173","13.9733","15.3527","16.1118","15.3675","17.6717","19.5293","20.1991","18.6181","19.8732","18.1909","20.2966","21.3591","23.6131","24.0212","28.4512","30.1143","29.5432","27.213","25.3786","27.8735","25.1514","24.6328","23.2737","20.9735","21.2155","19.6014","20.209","20.1167","19.1093","21.3014","21.1216","21.7347","20.3063","21.5908","19.762","21.9448","20.867","20.8541","19.9204","21.1078","22.239","21.1858","21.4098","21.9343","22.0143","21.6533","20.9836","20.2242","22.3499","22.4266","23.8248","25.004","24.5395","26.2691","26.6338","29.6288","30.8032","32.9978","32.2193","34.6697","27.5737"
598,"PNG","Papua New Guinea","34.2424","34.614","35.8817","34.3196","35.6419","37.1267","34.5258","35.5207","35.7083","35.0509","34.9672","35.3305","34.1449","33.4856","33.6111","33.2276","34.4963","35.5339","33.6092","35.7644","34.7188","35.8871","37.5098","41.1137","43.0959","39.3396","40.4315","38.0727","34.3365","31.964","31.9494","36.4478","37.4847","33.8457","34.0309","38.8506","37.7568","36.2902","39.5922","40.4873","32.0444","33.7656","33.4043","33.6443","33.9709","33.1258","43.4057","40.5198","40.1821","40.2117","41.2089","40.5826","41.1166","49.6188","49.4496","49.6203","46.4452","46.7628","47.3451","40.3121","41.0427","41.8006","44.0676"
600,"PRY","Paraguay","17.3053","18.5665","20.0695","23.0402","24.2622","22.3418","24.952","24.5354","25.3698","31.4169","34.4362","35.5454","36.3023","40.7779","38.3108","40.0967","47.7426","43.2223","46.3814","42.5487","50.82","49.0256","52.2852","57.0696","66.1432","50.0499","61.7939","73.735","79.7751","80.9139","58.8992","53.1729","69.6115","64.3635","72.0362","74.5292","77.4219","74.4669","74.5382","71.2242","83.3661","75.0296","91.4756","84.4741","85.7119","82.8844","118.2671","116.5581","81.1942","139.8729","150.3974","89.3997","159.281","163.9488","154.0118","156.1873","170.7815","173.8367","143.5706","175.3061","160.4069","90.3157","153.799"
604,"PER","Peru","43.3136","41.8862","33.9523","34.4491","32.5824","35.649","34.5633","31.1454","31.5855","33.2291","33.5032","26.9737","26.6908","27.1691","26.6421","24.9315","24.6709","22.4737","22.3245","19.7008","21.2619","21.9814","18.0871","21.7559","22.2936","22.3255","22.2933","23.5227","23.7929","18.838","18.2258","15.2241","17.1169","20.1941","21.7757","23.7551","23.5597","23.4917","26.4456","28.1411","28.0282","29.6667","30.5144","28.6261","29.8884","31.2545","31.4412","34.1701","34.8414","33.9392","33.3519","35.6033","35.7439","35.1863","32.5385","33.9071","32.8031","34.5808","35.7213","32.862","31.274","34.2661","33.952"
608,"PHL","Philippines","34.2968","38.1689","40.3229","38.7884","38.3847","39.6258","38.2907","38.3232","38.9496","41.9829","45.9346","45.7475","45.4425","45.0479","51.3012","55.5782","50.9437","49.697","46.8079","46.5992","48.8265","49.8538","44.3321","43.4589","44.8695","49.1473","45.9203","43.3492","46.1858","54.0494","51.0646","51.0995","52.7914","55.0341","53.7852","55.616","57.1093","49.8767","55.7391","58.0907","59.8064","61.812","63.2574","64.5689","65.4169","66.6084","66.7849","68.8912","67.0789","63.8548","67.9062","69.279","68.1289","69.1112","67.2198","64.5056","69.6844","68.6804","67.2211","68.6272","70.2784","69.3429","68.7228"
616,"POL","Poland","32.9545","28.9775","31.846","31.3896","34.5579","34.8549","36.753","38.8137","37.7488","36.4475","39.5274","41.8626","44.5452","45.1213","40.7798","43.648","39.4197","43.7608","37.0588","34.3264","40.3011","40.2395","42.9042","47.7346","46.3474","49.0747","49.3204","46.9311","51.108","52.3079","49.6451","37.1143","44.6769","39.241","47.1286","46.0333","44.6712","49.1034","45.5019","41.4357","47.6722","48.2909","43.3931","54.8438","51.0379","42.7926","54.7772","53.9587","58.646","59.2775","56.5679","59.7589","62.0438","70.2513","62.2531","65.0881","70.0348","56.6774","60.1519","72.6004","70.9675","73.6256","74.0526"
620,"PRT","Portugal","16.3018","18.0574","18.6418","16.6658","17.8618","14.3114","18.853","19.5372","16.268","17.5026","18.8344","17.0225","15.9255","16.387","16.279","16.4591","11.6948","12.547","13.3623","14.3374","11.6168","14.2729","12.0868","15.0861","14.4008","16.1293","16.7737","13.4629","17.0628","14.9152","17.8962","14.5894","15.0416","16.0541","14.9318","17.3377","16.6522","15.2406","19.3296","17.353","15.4763","18.0324","15.6968","18.4404","14.6327","19.0479","17.6036","19.3677","18.1863","17.6632","16.7444","16.4705","18.7737","18.996","19.8788","18.7449","20.8857","18.9282","19.4184","18.3519","22.2721","18.5583","20.6063"
634,"QAT","Qatar","31.9667","48.8267","60.0667","71.3067","82.5467","93.7867","105.0267","116.2667","127.5067","133.1267","147.3364","148.3637","3.8161","2.1737","2.3921","4.1059","26.5045","32.9119","24.0233","13.6664","13.7209","14.1701","9.5873","9.4287","10.5732","10.4637","11.403","12.2609","14.6565","13.5134","17.1082","14.8669","15.4552","14.5118","16.6462","17.0078","21.1619","18.5815","20.1692","20.5901","15.7976","16.4474","13.8833","13.1718","16.1411","19.8845","20.0042","14.787","12.2861","12.6051","10.8668","10.3989","12.1494","11.87","11.1048","10.8806","10.5262","11.7565","12.0626","13.2912","18.634","17.9496","22.7276"
178,"COG","Republic of Congo","7.2412","7.5928","7.9697","8.2655","8.7225","9.5074","11.8585","11.32","10.8202","10.0736","9.9033","8.0606","8.474","8.7348","8.633","8.5085","8.3349","7.8963","8.1585","8.0071","8.4282","9.3596","8.829","9.6806","10.6261","10.0084","10.2722","10.8991","10.9398","10.5331","10.9899","11.1337","10.7739","11.699","12.4616","12.7334","12.2082","12.0373","12.1758","12.7092","13.2069","13.4125","14.5347","14.8981","15.2927","15.3259","15.555","16.4494","16.7297","16.2686","15.9686","16.4377","16.1084","17.113","17.2605","17.0949","17.2191","17.3254","16.9541","17.3893","17.1314","17.4466","17.58"
642,"ROU","Romania","21.827","19.5935","20.6569","21.4929","25.0652","27.4857","27.3966","25.2364","24.9422","21.4664","29.463","33.1269","28.6438","28.5046","29.5264","37.9754","36.1203","35.99","36.2855","38.1926","33.8458","40.5641","35.3483","42.5494","38.3285","39.2944","35.1464","39.4605","40.766","35.0191","36.4752","25.4694","31.552","35.472","39.4406","28.8588","41.6762","32.4695","34.7561","23.0766","37.8045","29.6952","28.0713","51.1578","42.0146","37.0108","20.6868","39.9473","34.7464","38.2544","46.6915","30.9063","48.9166","52.6611","47.6208","54.65","69.8052","74.5803","69.3401","46.0884","67.6529","51.692","56.5437"
643,"RUS","Russia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.8258","17.7509","14.6979","12.5073","13.2774","15.9475","9.5398","11.0258","12.7448","15.8164","16.256","13.4862","15.3782","15.8739","16.229","16.421","21.075","19.361","13.1176","20.294","15.8294","19.5669","21.7739","22.1083","25.2484","28.1713","25.0961","27.1498","28.5185","27.5257","35.0261","32.6247"
646,"RWA","Rwanda","18.6405","24.2101","19.0209","16.3613","18.3694","22.7746","24.6503","22.167","24.6949","26.4534","24.9019","21.6977","22.4533","19.5487","22.5861","23.1149","23.5089","23.3022","24.1515","23.6733","24.4124","25.8484","25.9896","23.2365","28.8934","25.1722","24.7557","22.2193","22.1656","21.2327","24.7608","23.8715","18.7157","12.0276","16.2366","18.8005","18.1723","19.0566","18.6652","22.8273","22.8248","24.9523","23.3581","22.1105","24.0687","25.9891","27.6466","28.024","31.1668","32.2504","32.7435","35.2174","36.2369","29.4761","30.4811","31.1482","32.8299","35.8757","37.5899","35.3959","36.8249","36.9958","39.3998"
652,"BLM","Saint Barthelemy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis","100.0433","94.32","85.0048","91.1864","82.8477","84.4575","79.1448","77.4473","67.7625","89.8189","75.5843","68.4346","59.7212","61.3587","61.4114","89.6233","96.5768","98.9783","104.5562","96.1357","92.4609","102.8646","82.146","96.0126","85.6917","91.1435","90.6665","94.7335","88.3596","66.4323","77.6122","107.0571","84.4604","88.4641","89.2984","114.5878","168.9759","134.5328","94.4251","97.9595","100.7886","104.6316","104.6561","140.6671","99.8087","8.2265","9.0754","9.5571","8.1062","7.9145","14.0875","11.003","11.0197","10.3338","10.6649","12.5041","12.5389","12.531","14.4762","14.3632","14.4168","14.2857","14.3077"
662,"LCA","Saint Lucia","61.3881","60.0248","53.4885","50.4036","56.2712","55.5796","55.3697","55.796","55.8934","54.3573","47.3932","48.7506","51.3187","46.6525","48.0574","41.9946","44.2339","49.662","51.2835","49.946","31.1957","36.9091","39.888","37.5244","38.6121","41.9129","42.0562","42.9246","43.1521","47.9655","43.6196","42.5813","46.2657","37.3109","42.2352","40.3759","45.4048","34.7934","38.1821","31.3768","27.7278","32.0123","32.076","33.7471","26.6355","35.4826","34.4675","38.33","36.0392","31.2593","30.9899","28.187","29.0628","26.5537","26.6084","26.3416","26.8747","26.2589","29.2584","27.4235","27.1501","29.7689","24.7665"
882,"WSM","Samoa","45.0132","45.5362","48.0137","52.1693","43.157","46.612","36.4313","45.3764","49.6766","41.9272","53.8466","53.2187","49.9787","55.3808","51.5864","45.7663","48.3703","43.2666","51.9348","53.6076","45.6507","56.3444","48.1216","42.3049","47.3669","49.3054","46.0415","43.6499","62.4383","54.6437","41.9582","48.4307","49.5335","50.6882","57.0146","59.3359","55.2624","57.7247","51.0813","58.4406","61.0406","63.1027","66.7099","69.4806","75.1623","78.8549","77.6841","89.7292","105.2028","88.2","79.4205","69.783","62.5653","55.7692","19.8603","21.4304","29.308","32.4331","34.9041","35.0046","35.4672","35.3863","35.8113"
674,"SMR","San Marino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,"STP","Sao Tome and Principe","30.5307","32.7257","28.2098","32.4108","32.8321","30.1607","30.0978","27.6907","28.0278","26.3981","26.7955","26.7846","27.8886","26.945","20.9561","19.9584","24.0508","21.2425","25.3732","19.6975","19.4961","24.2272","24.6164","25.1021","26.0319","26.7009","24.2029","26.0022","23.6247","22.962","19.9548","21.0908","21.7203","21.6777","22.6034","24.9491","26.4651","22.3963","20.5757","20.8944","21.6951","21.9225","22.1406","21.4883","22.8173","22.6898","21.6387","22.1022","23.388","21.3915","19.8078","21.4314","27.3602","29.17","27.9682","10.3255","10.735","10.2859","10.5009","10.6356","10.6164","11.405","11.703"
682,"SAU","Saudi Arabia","6.578","6.4176","6.876","6.7919","7.1086","7.1317","6.8799","6.9262","6.9098","6.9764","6.374","2.5891","2.6249","5.1016","4.9443","4.1259","4.5127","4.3618","4.889","3.9533","4.2195","7.0729","9.8116","14.903","19.7578","20.3691","22.6894","26.585","26.9084","26.9338","27.6098","27.8685","28.7025","27.3456","16.4864","12.6771","15.0647","14.377","15.1454","13.6348","16.0196","17.5632","18.218","19.6253","18.7339","18.779","18.32","15.3756","10.6942","10.9478","10.1274","8.3019","7.2703","9.839","10.5355","10.0869","10.8586","10.449","10.2553","10.9264","8.9582","10.1247","10.928"
686,"SEN","Senegal","15.8933","16.0111","16.7079","16.3767","17.1374","15.0645","16.6231","12.2686","14.455","10.4061","15.9686","9.5152","12.103","17.0925","20.7359","18.31","10.5458","19.3444","12.8847","11.4416","19.1358","17.7767","11.0374","12.0372","16.55","16.8381","19.4463","15.3787","17.8619","15.56","17.3837","14.8663","16.997","15.994","18.7241","14.9401","14.3131","15.3323","19.3411","18.9285","18.3891","10.1705","17.0274","15.4998","19.1695","15.5198","12.2805","18.7592","21.1878","23.1833","13.8116","18.0132","16.4299","15.9985","22.5845","20.4857","28.4499","31.0272","29.91","38.1236","35.5543","33.9101","36.3018"
688,"SRB","Serbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64.2846","50.6444","64.3225","65.8605","68.2206","67.5091","52.0477","69.7613","78.8922","65.4287","82.0676","58.684","83.8056","82.8516","87.6531","79.299","65.8944","84.0516"
690,"SYC","Seychelles","102.4085","109.1776","104.1832","135.172","108.3891","119.3895","122.3987","120.1349","97.922","89.318","74.0532","73.2646","69.453","65.8954","64.1728","59.3737","63.8346","58.5987","72.8431","70.2374","69.7904","49.7973","57.9661","45.1855","38.7455","34.2414","28.904","28.2189","25.2483","30.5392","22.2218","21.3663","21.5227","22.0978","22.6242","22.8787","22.8036","22.6373","22.4287","22.2945","22.2873","22.3746","22.1881","22.0699","21.9243","21.7283","29.298","29.1558","29.8116","36.3078","59.3908","49.2882","49.4398","49.5437","61.8054","61.4329","61.3799","61.25","61.2754","61.6256","61.6483","73.82","71.1373"
694,"SLE","Sierra Leone","19.3757","20.6509","20.8211","22.0645","22.3685","23.0877","23.6009","21.8245","24.1191","22.1414","22.052","22.0813","22.1536","22.5546","23.8979","24.0845","24.7312","24.6447","21.6771","21.6991","21.7275","22.5707","21.357","22.1743","19.3258","21.6771","20.2831","20.836","21.5969","21.8051","21.8362","20.5963","20.6341","20.8307","19.0788","20.5183","21.8484","19.2409","16.2784","14.0039","13.565","13.6111","13.7886","13.7418","14.3203","15.5909","15.0948","15.3604","17.9895","18.9496","19.3313","21.9356","21.7225","20.6281","17.5371","16.5752","15.5274","16.0893","15.9667","16.908","26.9651","20.9906","21.2281"
